epoch,lr,train_loss,valid_loss,Dice,Dice_Myo,Dice_LV,Dice_RV,Jaccard,Jaccard_Myo,Jaccard_LV,Jaccard_RV
1,0.0003,0.8156989570707083,0.8647225050926208,0.030152623306627713,0.001179584039746615,0.08820368232661219,0.0010746035535243324,0.016067353417038518,0.000601299675664019,0.047040767313459006,0.0005599932619925322
2,0.0003,0.741961020976305,0.8398144721984864,0.05201911249057393,0.037042077990513705,0.04105050788868126,0.07796475159252682,0.034314998138003844,0.025226304851913305,0.02782630069668706,0.04989238886541116
3,0.0003,0.6897126734256744,0.6832626509666443,0.35447916001140745,0.353999011670158,0.5226933095624723,0.18674515880159204,0.25605857165349216,0.2409401211763728,0.4096043867581591,0.11763120702594462
4,0.0003,0.6270512621849775,0.6443310244083404,0.3870511622803807,0.3495344977252964,0.5325204146539179,0.27909857446192793,0.2890798824053262,0.23680146815734682,0.418759276810842,0.2116789022477898
5,0.0003,0.563240590505302,0.6111417939662933,0.3558172804583098,0.3598262140803151,0.525236375405661,0.1823892518889533,0.2590346500885914,0.2455451945367295,0.40786903550236847,0.12368972022667618
6,0.0003,0.5120135871693492,0.6534060187339783,0.20385630853892112,0.16802195597694397,0.25008425429088094,0.19346271534893844,0.14799886225910133,0.11977502968761881,0.2017448224733722,0.12247673461631298
7,0.0003,0.4749735966324806,0.5262667670249939,0.4237190349697942,0.4175877368663983,0.5788694042493208,0.2746999637936636,0.3431402903619862,0.31896013567829945,0.48901313039905275,0.22144760500860625
8,0.0003,0.4369116425514221,0.5941120715141296,0.28182758481727604,0.2511737462777461,0.306507923917848,0.28780108425623413,0.23053633579090294,0.19662216046664288,0.27183401735848856,0.2231528295475774
9,0.0003,0.4016138846054673,0.5367341413497925,0.3596014974140593,0.35106716062670373,0.44719732108057586,0.2805400105348982,0.29824182210189215,0.27765518103360093,0.3990398536128831,0.21803043165919253
10,0.0003,0.377689715474844,0.516956659913063,0.37274624732770834,0.3770357930134472,0.5019173162093359,0.23928563276034184,0.2955250154467736,0.2864336472276568,0.43974663201426745,0.16039476709839665
11,0.0003,0.36149620776996017,0.47664284431934356,0.41132591247827516,0.41956408043407517,0.5269759633437632,0.28743769365698707,0.3383980457431888,0.32732188800843914,0.45712379275304205,0.2307484564680852
12,0.0003,0.345859392080456,0.38165579545497896,0.5356402530896223,0.5090250781819224,0.691167029540582,0.4067286515463624,0.44672624389989607,0.40702682142720925,0.6084884081298395,0.32466350214263967
13,0.0003,0.3220802736468613,0.4247702769041061,0.480568132327785,0.45824356836884506,0.609878903914964,0.37358192469954576,0.38994088122467785,0.3569350648735325,0.5262976481131109,0.28658993068739014
14,0.0003,0.31103314459323883,0.4392628413438797,0.4606686250818764,0.5144677108126273,0.6058040396901256,0.26173412474287605,0.38932133127425267,0.41778497132316234,0.5398715987522197,0.21030742374737585
15,0.0003,0.31208223197609186,0.5244209390878677,0.3472574490599692,0.3253535134271755,0.4299178237137828,0.28650101003894934,0.2888655909214792,0.25642044154478155,0.3745557094636233,0.23562062175603257
16,0.0003,0.30921611096709967,0.38900827956199646,0.5153661673861288,0.529361866028686,0.6081061344242581,0.4086305017054427,0.4189203570456787,0.4194705756321746,0.5197625703843153,0.3175279251205461
17,0.0003,0.29494618671014905,0.3064287451505661,0.6273657832938137,0.6163291212426659,0.7734938800858983,0.4922743485528767,0.5403322001535472,0.5122921369113151,0.6977769924603898,0.41092747108893646
18,0.0003,0.29403699561953545,0.32171945631504056,0.5977959043511686,0.600966174743759,0.7665570008384178,0.42586453747132896,0.5115740295561167,0.49516095405646027,0.6952201230901656,0.34434101152172436
19,0.0003,0.31614993093535304,0.340440395116806,0.5687905898933904,0.5729483179022911,0.6945717239111535,0.4388517278667266,0.47452860619315596,0.46216041940633434,0.6035539998487485,0.3578713993243849
20,0.0003,0.2788491044193506,0.291942564368248,0.6485584910541183,0.6276532123322077,0.8007930971968596,0.5172291636332876,0.5594656711771363,0.5227251343960411,0.7246561662045987,0.4310157129307689
21,0.0003,0.27695565205067396,0.3090835164785385,0.6137841622444234,0.6109880559109422,0.7445700302438735,0.48579440057845485,0.5240576641506106,0.5041935617916866,0.6677623350720113,0.40021709558813384
22,0.0003,0.2772191227413714,0.38827998328208924,0.5267149163215548,0.5273128483993224,0.6966822710192228,0.35614962954611906,0.44648621721059917,0.42864513459612696,0.6171420982991164,0.2936714187365541
23,0.0003,0.2903369730338454,0.3177398179769516,0.6043407347471237,0.5960729161065234,0.7574976713092068,0.4594516168256408,0.5172908724500047,0.49001599649885047,0.6833578148218522,0.37849880602931146
24,0.0003,0.2793704215437174,0.3458605604171753,0.5800945031200715,0.5955915888200395,0.7158974734381428,0.42879444710203213,0.49340499511979324,0.49101586688035337,0.6330023588983424,0.35619675958068403
25,0.0003,0.28437301237136126,0.3050416623353958,0.6397465133166172,0.6249220701764767,0.7669080933164237,0.5274093764569511,0.5488951774795691,0.5199432675307161,0.6864743413241894,0.44026792358380185
26,0.0003,0.26360081788152456,0.31322162079811094,0.6095569100367517,0.6156630878321815,0.7575759347695659,0.45543170750850775,0.5234118194641147,0.5128993621758445,0.6822119502132941,0.3751241460032056
27,0.0003,0.2756017944775522,0.30792638611793516,0.6272782256170428,0.6251855487603923,0.7765328956871522,0.48011623240358403,0.5420220489650128,0.5227624681666836,0.6994322346078016,0.40387144412055337
28,0.0003,0.25994106847792864,0.2843227494955063,0.6502081945552173,0.6516215305012136,0.7882465575259558,0.5107564956384822,0.561129861258237,0.5468051672481641,0.7114469820231952,0.4251374345033519
29,0.0003,0.2553517799824476,0.2914045475721359,0.6367283663319249,0.643234508180007,0.7785826552036126,0.4883679356121551,0.552798276529174,0.541599758492252,0.7071077181759506,0.4096873529193194
30,0.0003,0.26966578885912895,0.3101476800441742,0.6136907614378051,0.6034415464860723,0.7406435036334211,0.4969872341939218,0.525065633247446,0.4982087807594845,0.6607780792838647,0.4162100396989891
31,0.0003,0.2540529575198889,0.3028052490949631,0.6347142461910206,0.6506364578143167,0.7815118969548285,0.47199438380391645,0.5507526013258058,0.547987026522697,0.7089823319231905,0.39528844553153003
32,0.0003,0.2583460514433682,0.33450242364406585,0.5839562031777659,0.5795066413315819,0.7050505525289907,0.467311415672725,0.4979901041966479,0.4765513626203768,0.6298445281986634,0.38757442177090334
33,0.0003,0.25288775004446507,0.29327754700183867,0.6390672907110452,0.6449807731145945,0.7718529139852304,0.5003681850333105,0.5522310425978625,0.5422880334319907,0.702185635035465,0.41221945932613174
34,0.0003,0.2557924631983042,0.4072921816110611,0.505791748621401,0.48390098833309697,0.6411371173123244,0.3923371402187817,0.42372859314520106,0.3876027277119836,0.5647628570231343,0.3188201947004851
35,0.0003,0.2569611584767699,0.34833525311946867,0.5666205136132098,0.5498963654172819,0.6867676042634996,0.4631975711588478,0.4862133189843052,0.45190301171984926,0.615043966573985,0.3916929786590815
36,0.0003,0.24851612700149417,0.3483050903081894,0.5840790035380538,0.6039891219841068,0.7056556067335391,0.4425922818965154,0.5036253313311325,0.4979248824940937,0.6350288553073729,0.3779222561919308
